City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
110,alofi,-19.0595,-169.9187,299.09,65,20,"{'speed': 4.63, 'deg': 70}",NU,1730232050
111,namibe,-15.1961,12.1522,291.83,82,18,"{'speed': 2.55, 'deg': 202, 'gust': 2.57}",AO,1730231735
112,dudinka,69.4058,86.1778,254.87,100,81,"{'speed': 1.79, 'deg': 160, 'gust': 1.78}",RU,1730232053
113,lucas,41.6501,-83.6666,300.31,51,0,"{'speed': 5.66, 'deg': 210, 'gust': 9.77}",US,1730232054
114,coquimbo,-29.9533,-71.3436,290.0,77,75,"{'speed': 4.63, 'deg': 280}",CL,1730232056
115,kedougou,12.5579,-12.1743,303.47,74,0,"{'speed': 2.06, 'deg': 340}",SN,1730232057
116,geneina,13.45,22.45,297.34,20,0,"{'speed': 4.23, 'deg': 33, 'gust': 10.31}",SD,1730232059
117,omdurman,15.6445,32.4777,305.25,18,4,"{'speed': 4.71, 'deg': 358, 'gust': 7.39}",SD,1730232061
118,college,64.8569,-147.8028,267.63,63,100,"{'speed': 2.06, 'deg': 323, 'gust': 3.45}",US,1730232062
119,kavaratti,10.5669,72.642,301.11,70,95,"{'speed': 2.65, 'deg': 334, 'gust': 2.84}",IN,1730232064
120,new norfolk,-42.7826,147.0587,284.1,87,100,"{'speed': 1.3, 'deg': 296, 'gust': 2.7}",AU,1730232067
121,berezovyy,51.6667,135.7,270.98,82,35,"{'speed': 1.91, 'deg': 278, 'gust': 1.51}",RU,1730232069
122,puerto carreno,6.189,-67.4859,308.14,46,20,"{'speed': 2.06, 'deg': 210}",CO,1730232070
123,labytnangi,66.6572,66.4183,263.33,94,100,"{'speed': 0.63, 'deg': 356, 'gust': 0.71}",RU,1730232072
124,peterborough,52.5736,-0.2478,286.4,82,40,"{'speed': 2.06, 'deg': 300}",GB,1730232073
125,saint croix,17.7397,-64.7388,301.46,78,100,"{'speed': 5.14, 'deg': 50}",VI,1730232075
126,dawei,14.0833,98.2,297.88,92,64,"{'speed': 1.12, 'deg': 71, 'gust': 0.84}",MM,1730232077
127,margaret river,-33.95,115.0667,286.1,84,100,"{'speed': 4.15, 'deg': 143, 'gust': 9.62}",AU,1730232078
128,gritsovskiy,54.1376,38.1604,277.25,90,6,"{'speed': 4.27, 'deg': 313, 'gust': 9.57}",RU,1730232080
129,patterson,37.4716,-121.1297,293.12,40,0,"{'speed': 5.87, 'deg': 325, 'gust': 6.91}",US,1730232081
130,arraial do cabo,-22.9661,-42.0278,295.13,100,75,"{'speed': 4.12, 'deg': 80}",BR,1730232083
131,kurchatov,51.6601,35.6521,277.72,83,10,"{'speed': 2.61, 'deg': 332, 'gust': 3.43}",RU,1730232084
132,rio tuba,8.5061,117.4317,299.73,84,58,"{'speed': 2.51, 'deg': 310, 'gust': 3.68}",PH,1730232086
133,yashkul',46.1711,45.3435,283.32,93,100,"{'speed': 2.3, 'deg': 287, 'gust': 2.58}",RU,1730232089
134,chibougamau,49.9168,-74.3659,276.94,48,100,"{'speed': 4.63, 'deg': 120}",CA,1730232091
135,morehead city,34.7229,-76.726,295.38,72,98,"{'speed': 1.34, 'deg': 36, 'gust': 1.79}",US,1730232092
136,lebu,-37.6167,-73.65,288.88,69,72,"{'speed': 2.4, 'deg': 240, 'gust': 2.5}",CL,1730232094
137,gonen,40.1049,27.654,290.38,58,96,"{'speed': 4.09, 'deg': 30, 'gust': 8.38}",TR,1730232096
138,bel ombre,-4.6167,55.4167,300.06,78,20,"{'speed': 1.54, 'deg': 270}",SC,1730232102
139,richards bay,-28.783,32.0377,292.03,81,7,"{'speed': 2.23, 'deg': 235, 'gust': 3.37}",ZA,1730232104
140,kailaras,26.3167,77.6167,297.96,48,0,"{'speed': 2.08, 'deg': 185, 'gust': 2.17}",IN,1730232106
141,aasiaat,68.7098,-52.8699,255.73,86,33,"{'speed': 4.21, 'deg': 92, 'gust': 4.85}",GL,1730232107
